AllTrace
EMI:FSCAN
A.30.11,N9038B
508 DP2 LSN NFE P08 EDP EMC ,01

Preselector,Off
Scan Type,Smooth
Number of scans,1
Y Axis Unit,dBuV/m
Ref Level Offset,0 dB
Coupling,DC
Input Z Correction,50 ohm

Start Frequency, Stop Frequency, RBW, Scan Points
30000000,1000000000,120000,16168

DATA
Trace,1,2,3
Detector,Peak,Peak,Peak
30000000,16.8180386664071,38.6436383368172,31.2650296332039
30059998.7629121,23.3548733832039,38.6385571600594,30.8549115301766
30119997.5258242,23.8057629706063,39.1168896795907,31.3084256292977
30179996.2887363,22.5084912420907,39.2293927313485,30.971473419825
30239995.0516484,24.9558102728524,39.0636059881844,31.4341351629891
30299993.8145605,17.6301037909188,39.5863568426766,31.338889801661
30359992.5774726,22.0281064154305,39.1618725897469,30.8190304876961
30419991.3403847,22.037391388575,39.6963879706063,31.1039960028328
30479990.1032968,18.4418942572274,39.7814633490242,30.9813229681649
30539988.8662089,20.039947235743,39.1649014593758,31.0820614935555
30599987.6291211,19.1176526190438,39.9881665350594,30.3988721014657
30659986.3920332,15.2556302191414,40.1738431097664,30.8889767767586
30719985.1549453,18.5508877875008,40.125640595118,31.0981595160164
30779983.9178574,20.0039212347664,39.7338177801766,31.367454254786
30839982.6807695,19.9857709051766,39.9181744696297,31.9516217352547
30899981.4436816,19.4306256415047,39.7061612250008,30.8634030462899
30959980.2065937,21.5395428778328,40.5181653143563,31.7663647772469
31019978.9695058,21.7029950262703,39.8441159369149,32.0199734808602
31079977.7324179,23.7622677923836,40.3616559149422,30.5489422918953
31139976.49533,20.4790341498055,40.2572705389657,30.7332989813485
31199975.2582421,20.1237942816414,40.0157010199227,33.4850461126961
31259974.0211542,19.4497449042,39.8433758856453,33.2212597967782
31319972.7840663,25.2379147650399,40.5542752386727,31.5137326361336
31379971.5469784,27.2841260077157,40.5243680121102,31.4589993597664
31439970.3098905,25.8209225775399,40.408225739161,31.9490964056649
31499969.0728026,23.0720746161141,40.9644620062508,31.6108395697274
31559967.8357147,23.0421597601571,41.2598797918953,31.1184079291024
31619966.5986268,17.6357876898446,40.6399075628914,31.4765469671883
31679965.3615389,23.3599316717782,40.6361233832039,31.2911526800789
31739964.124451,25.0076291205086,40.9780804754891,32.1666791083016
31799962.8873631,25.0953137518563,41.8327099920907,32.0518490912117
31859961.6502753,26.2543637396492,41.6935422064461,31.4352872015633
31919960.4131874,21.9899136664071,41.3187024237313,31.8443829657235
31979959.1760995,25.0421597601571,40.969993317286,31.9830166937508
32039957.9390116,21.2445599676766,40.7405850531258,31.6634595038094
32099956.7019237,15.9700772406258,41.693137848536,31.3068387152352
32159955.4648358,16.3072430731453,41.8996502997078,31.6270291449227
32219954.2277479,23.7520672918953,41.1445386053719,33.2433087469735
32279952.99066,24.5465237738289,41.7600018622078,31.2339017035164
32339951.7535721,15.4673535467782,41.5322415472664,31.1843335272469
32399950.5164842,19.66800662295,41.6151272894539,31.4796902777352
32459949.2793963,17.9956891180672,42.5742108465828,31.6091153265633
32519948.0423084,22.5543286444344,42.2959973456063,31.6078869940438
32579946.8052205,22.6471783758797,43.3630253912606,30.5248334051766
32639945.5681326,20.3385617376961,42.8496243597664,30.8188778998055
32699944.3310447,23.0928570868172,42.8640744330086,30.5354306341805
32759943.0939568,19.0530697943367,42.3402249457039,31.4644696356453
32819941.8568689,22.7206418158211,42.2436139227547,30.826942169825
32879940.619781,18.5319058539071,42.715354645411,30.6911389471688
32939939.3826931,16.5995938421883,42.9976498724617,30.9133374334969
32999938.1456052,11.6765744330086,42.9846646429696,30.5959241034188
33059936.9085173,13.3979947210946,43.0532948614754,31.1950070501961
33119935.6714295,13.2993847967782,43.137603485743,32.2226483465828
33179934.4343416,12.419456207911,43.121303284327,32.1867520453133
33239933.1972537,13.0250851751961,43.1015927435555,31.0507428290047
33299931.9601658,18.4767071844735,43.2141453863778,31.6184765936532
33359930.7230779,19.3658597113289,43.1317135931649,31.5081097723641
33419929.48599,16.7834927679696,43.681964600245,33.3079297186532
33479928.2489021,19.7840268255867,43.6517941595711,33.0812756659188
33539927.0118142,18.2965542914071,43.9315831305184,32.0171277167
33599925.7747263,20.4125516058602,43.8138806463875,33.1375271917977
33659924.5376384,21.4493405462899,43.6264226080575,31.2162778021492
33719923.3005505,15.8579709173836,43.9341542364754,31.2666165472664
33779922.0634626,18.1987073065438,44.3555523993172,30.8884045721688
33839920.8263747,20.5995251776375,44.2281987311043,31.1595456244149
33899919.5892868,24.9993893744149,44.0564267279305,31.5130078436532
33959918.3521989,25.0653988958992,44.4851643683114,31.2693707586922
34019917.115111,20.6479794623055,44.4407727362313,31.946197235743
34079915.8780231,17.9787900091805,44.5080067755379,31.7594601751961
34139914.6409352,17.1309277655282,44.5459897162117,31.7491070868172
34199913.4038473,16.4411618353524,45.1157490851082,31.6250760199227
34259912.1667594,23.9526364447274,44.880164826075,31.9230725409188
34319910.9296716,22.1601407171883,44.8102070929207,32.4013669134774
34379909.6925837,19.3733670355477,44.9548337103524,31.3536069037117
34439908.4554958,15.4903790594735,44.9052846075692,32.081451141993
34499907.2184079,12.2789685370125,45.6514203192391,32.1677853705086
34559905.98132,14.3773877264657,45.367999756495,32.2763287665047
34619904.7442321,16.0211331488289,44.9570309759774,31.9445645453133
34679903.5071442,18.842078888575,45.2001416327157,31.7094723822274
34739902.2700563,22.769683563868,45.1623494269051,31.7631451727547
34799901.0329684,19.6340405584969,45.2800366522469,32.5314938666024
34859899.7958805,17.4940106512703,45.2370183111825,32.1605298163094
