Frequency (MHz),CISPR11_CE_CLASS_B_Group_1_AVG,CISPR11_CE_CLASS_A_Group_1_AVG
3.376175761,64,97.11988533
3.380675309,64,97.11608717
3.385174857,64,97.11229406
3.389674405,64,97.10850598
3.394173952,64,97.10472294
3.3986735,64,97.1009449
3.403173048,64,97.09717186
3.407672596,64,97.09340381
3.412172144,64,97.08964073
3.416671691,64,97.08588261
3.421171239,64,97.08212944
3.425670787,64,97.0783812
3.430170335,64,97.07463787
3.434669882,64,97.07089946
3.43916943,64,97.06716594
3.443668978,64,97.0634373
3.448168526,64,97.05971353
3.452668074,64,97.05599461
3.457167621,64,97.05228054
3.461667169,64,97.0485713
3.466166717,64,97.04486688
3.470666265,64,97.04116727
3.475165812,64,97.03747244
3.47966536,64,97.0337824
3.484164908,64,97.03009713
3.488664456,64,97.02641661
3.493164004,64,97.02274084
3.497663551,64,97.01906979
3.502163099,64,97.01540347
3.506662647,64,97.01174186
3.511162195,64,97.00808494
3.515661743,64,97.0044327
3.52016129,64,97.00078514
3.524660838,64,96.99714223
3.529160386,64,96.99350397
3.533659934,64,96.98987035
3.538159481,64,96.98624135
3.542659029,64,96.98261697
3.547158577,64,96.97899718
3.551658125,64,96.97538199
3.556157673,64,96.97177137
3.56065722,64,96.96816531
3.565156768,64,96.96456381
3.569656316,64,96.96096685
3.574155864,64,96.95737443
3.578655412,64,96.95378652
3.583154959,64,96.95020312
3.587654507,64,96.94662422
3.592154055,64,96.94304981
3.596653603,64,96.93947987
3.60115315,64,96.93591439
3.605652698,64,96.93235336
3.610152246,64,96.92879678
3.614651794,64,96.92524462
3.619151342,64,96.92169689
3.623650889,64,96.91815356
3.628150437,64,96.91461463
3.632649985,64,96.91108009
3.637149533,64,96.90754992
3.64164908,64,96.90402411
3.646148628,64,96.90050266
3.650648176,64,96.89698555
3.655147724,64,96.89347278
3.659647272,64,96.88996433
3.664146819,64,96.88646018
3.668646367,64,96.88296034
3.673145915,64,96.87946479
3.677645463,64,96.87597352
3.682145011,64,96.87248651
3.686644558,64,96.86900377
3.691144106,64,96.86552527
3.695643654,64,96.86205101
3.700143202,64,96.85858098
3.704642749,64,96.85511516
3.709142297,64,96.85165355
3.713641845,64,96.84819614
3.718141393,64,96.84474292
3.722640941,64,96.84129387
3.727140488,64,96.83784899
3.731640036,64,96.83440826
